,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,boyband
1403,That's My Girl - Boaz van de Beatz Rework,fifth_harmony,0.67,0.836,5,-5.292,0,0.0556,0.0118,0.0,0.283,0.419,104.989,205695,4,False
1404,Worth It (Dame Esta Noche) (feat. Kid Ink),fifth_harmony,0.906,0.702,8,-4.231,1,0.108,0.0512,1.57e-05,0.155,0.616,100.011,223424,4,False
1405,Worth It,fifth_harmony,0.858,0.78,8,-3.739,1,0.0738,0.0478,5.72e-05,0.133,0.602,99.984,185257,4,False
1406,All I Want for Christmas Is You,fifth_harmony,0.607,0.807,7,-5.593,1,0.0472,0.156,0.0,0.241,0.53,151.02,228933,4,False
1407,Don't Wanna Dance Alone - Cole Plante Remix,fifth_harmony,0.733,0.767,1,-3.509,0,0.0359,0.11,3.54e-06,0.314,0.422,125.995,235080,4,False
1408,Better Together - DayDrunk Remix,fifth_harmony,0.619,0.813,10,-4.032,0,0.125,0.052,0.0,0.101,0.426,99.946,196707,4,False
1409,Who Are You - Bit Error Remix,fifth_harmony,0.64,0.906,8,-4.235,1,0.0547,0.0418,0.0,0.118,0.589,125.992,251187,4,False
1410,Leave My Heart Out of This - Buzz Junkies Remix,fifth_harmony,0.636,0.919,11,-2.754,1,0.0421,0.00562,5.12e-05,0.281,0.618,130.027,281160,4,False
1411,Don't Wanna Dance Alone - Acoustic,fifth_harmony,0.634,0.346,1,-5.851,0,0.0408,0.67,0.0,0.108,0.374,59.407,217680,4,False
1412,Miss Movin' On - Acoustic,fifth_harmony,0.603,0.453,6,-5.669,1,0.0299,0.211,0.0,0.235,0.487,75.025,194507,4,False
1413,Better Together - Acoustic,fifth_harmony,0.735,0.618,10,-2.603,1,0.0334,0.086,0.0,0.279,0.935,90.011,196373,4,False
1414,Who Are You - Acoustic,fifth_harmony,0.63,0.292,8,-6.974,1,0.0305,0.78,0.0,0.165,0.389,122.962,233240,4,False
1415,Leave My Heart Out Of This - Acoustic,fifth_harmony,0.608,0.487,11,-7.267,1,0.0287,0.00857,0.0,0.112,0.412,77.019,234733,4,False
1416,Que Bailes Conmigo Hoy - Don't Wanna Dance Alone,fifth_harmony,0.777,0.791,1,-3.536,0,0.0534,0.0573,2.04e-05,0.0233,0.837,119.034,217120,4,False
1417,Sin Tu Amor - Miss Movin' On,fifth_harmony,0.518,0.809,6,-3.026,1,0.0525,0.00516,2.18e-05,0.349,0.397,149.975,195213,4,False
1418,Tú Eres Lo Que Yo Quiero - Better Together,fifth_harmony,0.416,0.725,10,-4.437,1,0.135,0.0332,0.0,0.127,0.599,179.888,196640,4,False
1419,Eres Tú - Who Are You,fifth_harmony,0.618,0.319,8,-6.42,1,0.0282,0.872,0.0,0.106,0.348,123.037,238120,4,False
1420,Que el Corazón No Hable por Mi - Leave My Heart Out Of This,fifth_harmony,0.603,0.804,11,-5.339,1,0.0655,0.0167,0.0,0.0876,0.609,154.077,232587,4,False
1421,Que Bailes Conmigo Hoy - Don't Wanna Dance Alone - Version Acustica/Acoustic,fifth_harmony,0.734,0.32,1,-7.651,0,0.0395,0.603,0.0,0.0903,0.236,119.092,217027,4,False
1422,Sin Tu Amor - Miss Movin' On - Version Acustica/Acoustic,fifth_harmony,0.569,0.443,6,-6.328,1,0.0323,0.172,0.0,0.156,0.407,149.897,195907,4,False
1423,Tú Eres Lo Que Yo Quiero - Better Together - Version Acustica/Acoustic,fifth_harmony,0.683,0.6,10,-2.69,1,0.0383,0.0659,1.58e-06,0.278,0.965,179.924,196467,4,False
1424,Eres Tú - Who Are You - Version Acustica/Acoustic,fifth_harmony,0.644,0.296,8,-7.327,1,0.0293,0.8,0.0,0.181,0.359,122.859,236067,4,False
1425,Que el Corazón No Hable por Mi - Leave My Heart Out Of This - Version Acustica/Acoustic,fifth_harmony,0.643,0.485,11,-6.904,1,0.0324,0.0863,0.0,0.0977,0.471,76.973,234627,4,False
